ReceiptTS,Source,mktTS,px,qty,side
2021-05-16 16:32:29.035857003+00:00,Binance,2021-05-16 16:32:28.898000+00:00,47508.3,0.000328,Buy
2021-05-16 16:32:29.035875228+00:00,Binance,2021-05-16 16:32:28.900000+00:00,47508.3,0.001146,Buy
2021-05-16 16:32:29.054996030+00:00,Binance,2021-05-16 16:32:28.936000+00:00,47508.3,0.0129,Buy
2021-05-16 16:32:29.083246504+00:00,Binance,2021-05-16 16:32:28.946000+00:00,47508.3,4E-06,Buy
2021-05-16 16:32:29.083310276+00:00,Binance,2021-05-16 16:32:28.946000+00:00,47508.32,0.005996,Buy
2021-05-16 16:32:29.094948166+00:00,Binance,2021-05-16 16:32:28.974000+00:00,47508.32,0.0005,Buy
2021-05-16 16:32:29.102643900+00:00,Binance,2021-05-16 16:32:28.983000+00:00,47508.32,0.0055,Buy
2021-05-16 16:32:29.125158541+00:00,Huobi,2021-05-16 16:32:28.928000+00:00,47507.22,5E-06,Buy
2021-05-16 16:32:29.128959163+00:00,Huobi,2021-05-16 16:32:28.954000+00:00,47507.22,0.000913,Sell
2021-05-16 16:32:29.141580268+00:00,Binance,2021-05-16 16:32:28.998000+00:00,47508.32,4E-06,Buy
2021-05-16 16:32:29.141649099+00:00,Binance,2021-05-16 16:32:28.998000+00:00,47508.34,0.000496,Buy
2021-05-16 16:32:29.177232717+00:00,Huobi,2021-05-16 16:32:29.047000+00:00,47507.22,0.001063,Sell
2021-05-16 16:32:29.177423887+00:00,Huobi,2021-05-16 16:32:29.049000+00:00,47507.22,0.009135,Sell
2021-05-16 16:32:29.184207967+00:00,Huobi,2021-05-16 16:32:29.053000+00:00,47507.22,0.01196,Sell
2021-05-16 16:32:29.184950262+00:00,Binance,2021-05-16 16:32:29.046000+00:00,47508.31,0.005537,Sell
2021-05-16 16:32:29.187241244+00:00,Huobi,2021-05-16 16:32:29.060000+00:00,47507.22,0.005268,Sell
2021-05-16 16:32:29.204159706+00:00,Binance,2021-05-16 16:32:29.056000+00:00,47508.31,0.032218,Sell
2021-05-16 16:32:29.204226982+00:00,Binance,2021-05-16 16:32:29.060000+00:00,47508.31,0.007551,Sell
2021-05-16 16:32:29.205977573+00:00,Huobi,2021-05-16 16:32:29.073000+00:00,47507.22,0.000828,Sell
2021-05-16 16:32:29.249919083+00:00,Binance,2021-05-16 16:32:29.077000+00:00,47508.31,0.044567,Sell
2021-05-16 16:32:29.263874470+00:00,Huobi,2021-05-16 16:32:29.132000+00:00,47507.23,5E-06,Buy
2021-05-16 16:32:29.323499768+00:00,Binance,2021-05-16 16:32:29.096000+00:00,47508.31,0.06,Sell
2021-05-16 16:32:29.323568616+00:00,Binance,2021-05-16 16:32:29.096000+00:00,47508.32,0.006,Buy
2021-05-16 16:32:29.323598392+00:00,Binance,2021-05-16 16:32:29.096000+00:00,47508.34,4E-06,Buy
2021-05-16 16:32:29.323616845+00:00,Binance,2021-05-16 16:32:29.096000+00:00,47516.79,0.011796,Buy
2021-05-16 16:32:29.323707410+00:00,Binance,2021-05-16 16:32:29.108000+00:00,47508.31,0.001032,Sell
2021-05-16 16:32:29.331686016+00:00,Binance,2021-05-16 16:32:29.118000+00:00,47508.33,0.177475,Sell
2021-05-16 16:32:29.331922707+00:00,Binance,2021-05-16 16:32:29.134000+00:00,47508.33,0.000816,Sell
2021-05-16 16:32:29.331940018+00:00,Binance,2021-05-16 16:32:29.134000+00:00,47516.79,0.019169,Buy
2021-05-16 16:32:29.355976803+00:00,Huobi,2021-05-16 16:32:29.227000+00:00,47513.83,0.001,Buy
2021-05-16 16:32:29.360391440+00:00,Huobi,2021-05-16 16:32:29.231000+00:00,47521.42,0.046076,Buy
2021-05-16 16:32:29.387678616+00:00,Huobi,2021-05-16 16:32:29.262000+00:00,47522.81,0.0015,Buy
2021-05-16 16:32:29.414097340+00:00,Binance,2021-05-16 16:32:29.136000+00:00,47516.79,0.000893,Buy
2021-05-16 16:32:29.414870641+00:00,Binance,2021-05-16 16:32:29.171000+00:00,47516.41,0.000222,Buy
2021-05-16 16:32:29.415057965+00:00,Binance,2021-05-16 16:32:29.180000+00:00,47509.97,0.002686,Sell
2021-05-16 16:32:29.415142511+00:00,Binance,2021-05-16 16:32:29.190000+00:00,47509.97,0.017314,Sell
2021-05-16 16:32:29.415158823+00:00,Binance,2021-05-16 16:32:29.190000+00:00,47509.5,0.001622,Sell
2021-05-16 16:32:29.415333609+00:00,Binance,2021-05-16 16:32:29.199000+00:00,47515.92,0.0192,Buy
2021-05-16 16:32:29.423149732+00:00,OKEx,2021-05-16 16:32:29.245000+00:00,47509.6,0.00252573,Sell
2021-05-16 16:32:29.444498838+00:00,OKEx,2021-05-16 16:32:29.266000+00:00,47509.7,0.00324194,Buy
2021-05-16 16:32:29.446665098+00:00,OKEx,2021-05-16 16:32:29.266000+00:00,47514.5,0.00205473,Buy
2021-05-16 16:32:29.447114096+00:00,OKEx,2021-05-16 16:32:29.266000+00:00,47514.8,0.08881,Buy
2021-05-16 16:32:29.447244638+00:00,OKEx,2021-05-16 16:32:29.266000+00:00,47514.9,0.00105,Buy
2021-05-16 16:32:29.447340213+00:00,OKEx,2021-05-16 16:32:29.266000+00:00,47515.4,0.01099021,Buy
2021-05-16 16:32:29.462324198+00:00,Binance,2021-05-16 16:32:29.226000+00:00,47513.48,0.02,Buy
2021-05-16 16:32:29.462396847+00:00,Binance,2021-05-16 16:32:29.226000+00:00,47515.91,0.031,Buy
2021-05-16 16:32:29.462425125+00:00,Binance,2021-05-16 16:32:29.230000+00:00,47515.91,0.04,Buy
2021-05-16 16:32:29.462449020+00:00,Binance,2021-05-16 16:32:29.230000+00:00,47515.91,0.051,Buy
2021-05-16 16:32:29.462652060+00:00,Binance,2021-05-16 16:32:29.238000+00:00,47515.92,0.419879,Buy
2021-05-16 16:32:29.462721760+00:00,Binance,2021-05-16 16:32:29.256000+00:00,47516.78,0.1,Buy
2021-05-16 16:32:29.462739015+00:00,Binance,2021-05-16 16:32:29.256000+00:00,47516.8,0.1,Buy
2021-05-16 16:32:29.462755760+00:00,Binance,2021-05-16 16:32:29.256000+00:00,47517.52,0.019317,Buy
2021-05-16 16:32:29.490272238+00:00,Binance,2021-05-16 16:32:29.303000+00:00,47520.53,0.04029,Buy
2021-05-16 16:32:29.490318469+00:00,Binance,2021-05-16 16:32:29.304000+00:00,47520.52,0.022095,Sell
2021-05-16 16:32:29.490568774+00:00,Binance,2021-05-16 16:32:29.341000+00:00,47525.01,0.0183,Buy
2021-05-16 16:32:29.511133316+00:00,Binance,2021-05-16 16:32:29.351000+00:00,47523.19,0.012716,Sell
2021-05-16 16:32:29.511224647+00:00,Binance,2021-05-16 16:32:29.367000+00:00,47525.98,0.001021,Sell
2021-05-16 16:32:29.516494992+00:00,Huobi,2021-05-16 16:32:29.362000+00:00,47525.32,0.00084,Buy
2021-05-16 16:32:29.545144485+00:00,Binance,2021-05-16 16:32:29.400000+00:00,47526.22,0.002561,Sell
2021-05-16 16:32:29.545160925+00:00,Binance,2021-05-16 16:32:29.401000+00:00,47526.22,0.017439,Sell
2021-05-16 16:32:29.545176749+00:00,Binance,2021-05-16 16:32:29.401000+00:00,47523.22,0.054594,Sell
2021-05-16 16:32:29.568360248+00:00,Binance,2021-05-16 16:32:29.415000+00:00,47523.22,0.00642,Sell
2021-05-16 16:32:29.568430475+00:00,Binance,2021-05-16 16:32:29.420000+00:00,47523.22,0.011977,Sell
2021-05-16 16:32:29.579848316+00:00,Huobi,2021-05-16 16:32:29.451000+00:00,47530.55,0.0098,Sell
2021-05-16 16:32:29.584965757+00:00,Binance,2021-05-16 16:32:29.424000+00:00,47526.43,0.006736,Sell
2021-05-16 16:32:29.585037671+00:00,Binance,2021-05-16 16:32:29.424000+00:00,47523.22,0.003418,Sell
2021-05-16 16:32:29.662782889+00:00,Binance,2021-05-16 16:32:29.542000+00:00,47525.73,0.00205,Sell
2021-05-16 16:32:29.719471597+00:00,Binance,2021-05-16 16:32:29.574000+00:00,47527.15,0.002104,Buy
2021-05-16 16:32:29.743470664+00:00,Binance,2021-05-16 16:32:29.582000+00:00,47527.14,0.065883,Sell
2021-05-16 16:32:29.776232047+00:00,Binance,2021-05-16 16:32:29.635000+00:00,47527.14,0.002681,Sell
2021-05-16 16:32:29.777418477+00:00,Huobi,2021-05-16 16:32:29.644000+00:00,47530.55,0.002639,Sell
2021-05-16 16:32:29.777676032+00:00,Huobi,2021-05-16 16:32:29.649000+00:00,47530.55,0.00014,Sell
2021-05-16 16:32:29.803455562+00:00,Huobi,2021-05-16 16:32:29.675000+00:00,47530.55,0.000511,Sell
2021-05-16 16:32:29.807912581+00:00,Binance,2021-05-16 16:32:29.642000+00:00,47527.14,0.001,Sell
2021-05-16 16:32:29.820408891+00:00,Binance,2021-05-16 16:32:29.686000+00:00,47527.14,0.002379,Sell
2021-05-16 16:32:29.835123028+00:00,Huobi,2021-05-16 16:32:29.709000+00:00,47530.56,0.008017,Buy
2021-05-16 16:32:29.859800398+00:00,Huobi,2021-05-16 16:32:29.734000+00:00,47530.55,0.007852,Sell
2021-05-16 16:32:29.887998115+00:00,OKEx,2021-05-16 16:32:29.671000+00:00,47529.5,0.04,Sell
2021-05-16 16:32:29.888255533+00:00,OKEx,2021-05-16 16:32:29.671000+00:00,47529.5,0.03,Sell
2021-05-16 16:32:29.888390825+00:00,OKEx,2021-05-16 16:32:29.671000+00:00,47529.5,0.01348165,Sell
2021-05-16 16:32:29.888495605+00:00,OKEx,2021-05-16 16:32:29.671000+00:00,47529.5,0.18751835,Sell
2021-05-16 16:32:29.927617614+00:00,Binance,2021-05-16 16:32:29.766000+00:00,47527.14,0.055294,Sell
2021-05-16 16:32:29.927640413+00:00,Binance,2021-05-16 16:32:29.766000+00:00,47527.14,0.055294,Sell
2021-05-16 16:32:29.927658562+00:00,Binance,2021-05-16 16:32:29.769000+00:00,47527.14,0.055295,Sell
2021-05-16 16:32:29.966263479+00:00,Huobi,2021-05-16 16:32:29.827000+00:00,47530.56,0.000292,Buy
2021-05-16 16:32:29.982090509+00:00,Huobi,2021-05-16 16:32:29.856000+00:00,47530.56,0.000289,Buy
2021-05-16 16:32:30.002447033+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47529.5,0.00640221,Sell
2021-05-16 16:32:30.002679230+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47523.9,6.509e-05,Sell
2021-05-16 16:32:30.002762884+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47523.9,0.00045109,Sell
2021-05-16 16:32:30.010623145+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47523.9,2.871e-05,Sell
2021-05-16 16:32:30.010954762+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47523.8,0.01073777,Sell
2021-05-16 16:32:30.011053901+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47522.0,0.01,Sell
2021-05-16 16:32:30.011127701+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47520.3,0.08844514,Sell
2021-05-16 16:32:30.011193289+00:00,OKEx,2021-05-16 16:32:29.821000+00:00,47520.0,0.07086999,Sell
2021-05-16 16:32:30.031840832+00:00,Binance,2021-05-16 16:32:29.876000+00:00,47527.14,0.009106,Sell
2021-05-16 16:32:30.064186631+00:00,Huobi,2021-05-16 16:32:29.936000+00:00,47530.55,0.02164,Sell
2021-05-16 16:32:30.065734640+00:00,Huobi,2021-05-16 16:32:29.937000+00:00,47530.55,0.001792,Sell
2021-05-16 16:32:30.087738311+00:00,Huobi,2021-05-16 16:32:29.960000+00:00,47530.55,0.000462,Sell
2021-05-16 16:32:30.105759806+00:00,Huobi,2021-05-16 16:32:29.973000+00:00,47530.55,0.000462,Sell
2021-05-16 16:32:30.117513555+00:00,Binance,2021-05-16 16:32:29.936000+00:00,47527.15,0.021554,Buy
2021-05-16 16:32:30.117656384+00:00,Binance,2021-05-16 16:32:29.966000+00:00,47527.14,0.002089,Sell
2021-05-16 16:32:30.193129231+00:00,Huobi,2021-05-16 16:32:30.043000+00:00,47530.55,0.010118,Sell
2021-05-16 16:32:30.193282333+00:00,Huobi,2021-05-16 16:32:30.054000+00:00,47530.55,0.000189,Sell
2021-05-16 16:32:30.199714522+00:00,Binance,2021-05-16 16:32:30.038000+00:00,47527.15,0.001124,Buy
2021-05-16 16:32:30.357041972+00:00,Binance,2021-05-16 16:32:30.184000+00:00,47522.39,0.105046,Sell
2021-05-16 16:32:30.399363957+00:00,Huobi,2021-05-16 16:32:30.253000+00:00,47530.55,0.012177,Sell
2021-05-16 16:32:30.399535647+00:00,Huobi,2021-05-16 16:32:30.261000+00:00,47530.55,0.000189,Sell
2021-05-16 16:32:30.412217395+00:00,Binance,2021-05-16 16:32:30.217000+00:00,47524.78,0.000363,Buy
2021-05-16 16:32:30.434225684+00:00,OKEx,2021-05-16 16:32:30.256000+00:00,47524.2,0.00376439,Buy
2021-05-16 16:32:30.483604434+00:00,Binance,2021-05-16 16:32:30.339000+00:00,47524.78,0.129049,Buy
2021-05-16 16:32:30.502625152+00:00,Binance,2021-05-16 16:32:30.349000+00:00,47524.77,0.012963,Sell
2021-05-16 16:32:30.502766490+00:00,Binance,2021-05-16 16:32:30.357000+00:00,47524.78,0.200554,Buy
2021-05-16 16:32:30.505672270+00:00,Huobi,2021-05-16 16:32:30.344000+00:00,47530.55,0.003586,Sell
2021-05-16 16:32:30.509746483+00:00,Binance,2021-05-16 16:32:30.381000+00:00,47524.78,0.096061,Buy
2021-05-16 16:32:30.639958489+00:00,Binance,2021-05-16 16:32:30.486000+00:00,47527.12,0.000472,Buy
2021-05-16 16:32:30.640109443+00:00,Binance,2021-05-16 16:32:30.500000+00:00,47524.78,0.000437,Buy
2021-05-16 16:32:30.659595596+00:00,Binance,2021-05-16 16:32:30.526000+00:00,47527.79,0.005693,Buy
2021-05-16 16:32:30.673929325+00:00,Binance,2021-05-16 16:32:30.534000+00:00,47527.15,0.002994,Sell
2021-05-16 16:32:30.673960317+00:00,Binance,2021-05-16 16:32:30.541000+00:00,47527.22,0.002095,Buy
2021-05-16 16:32:30.699636296+00:00,Huobi,2021-05-16 16:32:30.550000+00:00,47530.55,0.002,Sell
2021-05-16 16:32:30.700262365+00:00,Huobi,2021-05-16 16:32:30.563000+00:00,47530.55,0.000185,Sell
2021-05-16 16:32:30.727116835+00:00,Binance,2021-05-16 16:32:30.576000+00:00,47527.77,0.000472,Sell
2021-05-16 16:32:30.727241185+00:00,Binance,2021-05-16 16:32:30.584000+00:00,47531.48,0.023911,Buy
2021-05-16 16:32:30.765844222+00:00,Huobi,2021-05-16 16:32:30.637000+00:00,47530.55,0.000696,Sell
2021-05-16 16:32:30.768383828+00:00,Binance,2021-05-16 16:32:30.605000+00:00,47530.15,0.00078,Sell
2021-05-16 16:32:30.786908558+00:00,Binance,2021-05-16 16:32:30.638000+00:00,47530.15,0.010404,Sell
2021-05-16 16:32:30.817057344+00:00,Binance,2021-05-16 16:32:30.693000+00:00,47530.16,0.0184,Buy
2021-05-16 16:32:30.820895004+00:00,OKEx,2021-05-16 16:32:30.633000+00:00,47529.7,7.635e-05,Buy
2021-05-16 16:32:30.937619457+00:00,Huobi,2021-05-16 16:32:30.809000+00:00,47530.55,0.001974,Sell
2021-05-16 16:32:30.942048989+00:00,OKEx,2021-05-16 16:32:30.760000+00:00,47529.9,2.49e-05,Sell
2021-05-16 16:32:30.969432922+00:00,OKEx,2021-05-16 16:32:30.791000+00:00,47530.0,0.00016707,Buy
2021-05-16 16:32:31.022711875+00:00,Binance,2021-05-16 16:32:30.723000+00:00,47530.16,0.028752,Buy
2021-05-16 16:32:31.023601610+00:00,Binance,2021-05-16 16:32:30.738000+00:00,47531.48,3.7e-05,Buy
2021-05-16 16:32:31.023621573+00:00,Binance,2021-05-16 16:32:30.738000+00:00,47533.67,0.000193,Buy
2021-05-16 16:32:31.023721681+00:00,Binance,2021-05-16 16:32:30.747000+00:00,47533.67,0.015419,Buy
2021-05-16 16:32:31.024136803+00:00,Binance,2021-05-16 16:32:30.773000+00:00,47531.29,0.024443,Buy
2021-05-16 16:32:31.025234295+00:00,Binance,2021-05-16 16:32:30.783000+00:00,47530.16,0.00042,Sell
2021-05-16 16:32:31.025278758+00:00,Binance,2021-05-16 16:32:30.783000+00:00,47530.15,0.001362,Sell
2021-05-16 16:32:31.025301202+00:00,Binance,2021-05-16 16:32:30.785000+00:00,47531.28,0.00042,Sell
2021-05-16 16:32:31.025420969+00:00,Binance,2021-05-16 16:32:30.803000+00:00,47531.28,0.028962,Sell
2021-05-16 16:32:31.025462105+00:00,Binance,2021-05-16 16:32:30.808000+00:00,47531.28,0.00042,Sell
2021-05-16 16:32:31.058853513+00:00,Huobi,2021-05-16 16:32:30.923000+00:00,47530.55,0.001075,Sell
2021-05-16 16:32:31.106944138+00:00,Binance,2021-05-16 16:32:30.989000+00:00,47528.02,0.00042,Sell
2021-05-16 16:32:31.181564645+00:00,OKEx,2021-05-16 16:32:30.989000+00:00,47529.9,0.00253061,Sell
2021-05-16 16:32:31.350099108+00:00,Binance,2021-05-16 16:32:31.223000+00:00,47528.03,0.001272,Buy
2021-05-16 16:32:31.400551638+00:00,Binance,2021-05-16 16:32:31.263000+00:00,47528.02,0.07274,Sell
2021-05-16 16:32:31.544828491+00:00,Binance,2021-05-16 16:32:31.384000+00:00,47526.08,0.001486,Buy
2021-05-16 16:32:31.589946829+00:00,Huobi,2021-05-16 16:32:31.386000+00:00,47530.55,0.001405,Sell
2021-05-16 16:32:31.594126321+00:00,Huobi,2021-05-16 16:32:31.417000+00:00,47530.55,0.0043,Sell
2021-05-16 16:32:31.702653557+00:00,OKEx,2021-05-16 16:32:31.520000+00:00,47529.9,0.008,Sell
2021-05-16 16:32:31.751853284+00:00,Binance,2021-05-16 16:32:31.631000+00:00,47526.08,0.002723,Buy
2021-05-16 16:32:31.822937893+00:00,Binance,2021-05-16 16:32:31.680000+00:00,47526.07,0.001273,Sell
2021-05-16 16:32:31.914560243+00:00,Huobi,2021-05-16 16:32:31.741000+00:00,47527.69,0.000561,Sell
2021-05-16 16:32:31.932545914+00:00,Huobi,2021-05-16 16:32:31.784000+00:00,47527.69,0.0032,Sell
2021-05-16 16:32:31.957166073+00:00,Binance,2021-05-16 16:32:31.827000+00:00,47526.07,0.01688,Sell
2021-05-16 16:32:31.957216454+00:00,Binance,2021-05-16 16:32:31.832000+00:00,47526.07,0.01,Sell
2021-05-16 16:32:31.958897608+00:00,Huobi,2021-05-16 16:32:31.828000+00:00,47525.31,0.00314,Sell
2021-05-16 16:32:31.997609042+00:00,Huobi,2021-05-16 16:32:31.866000+00:00,47525.31,3E-06,Sell
2021-05-16 16:32:31.997896741+00:00,Binance,2021-05-16 16:32:31.860000+00:00,47526.07,8E-06,Sell
2021-05-16 16:32:31.997953544+00:00,Binance,2021-05-16 16:32:31.860000+00:00,47526.03,0.004642,Sell
2021-05-16 16:32:31.997973582+00:00,Binance,2021-05-16 16:32:31.861000+00:00,47526.03,1.2e-05,Sell
2021-05-16 16:32:32.076463851+00:00,Huobi,2021-05-16 16:32:31.933000+00:00,47522.8,0.00021,Sell
2021-05-16 16:32:32.106553913+00:00,Binance,2021-05-16 16:32:31.964000+00:00,47517.58,0.001,Buy
2021-05-16 16:32:32.106691489+00:00,Binance,2021-05-16 16:32:31.973000+00:00,47517.57,0.000349,Sell
2021-05-16 16:32:32.183506438+00:00,Huobi,2021-05-16 16:32:32.057000+00:00,47520.44,0.00049,Sell
2021-05-16 16:32:32.193016340+00:00,Huobi,2021-05-16 16:32:32.061000+00:00,47520.44,4E-06,Sell
2021-05-16 16:32:32.195497266+00:00,Binance,2021-05-16 16:32:32.063000+00:00,47514.03,0.0183,Buy
2021-05-16 16:32:32.213719468+00:00,Binance,2021-05-16 16:32:32.091000+00:00,47514.03,0.002104,Buy
2021-05-16 16:32:32.213776682+00:00,Binance,2021-05-16 16:32:32.093000+00:00,47514.03,0.001536,Buy
2021-05-16 16:32:32.298467954+00:00,Huobi,2021-05-16 16:32:32.164000+00:00,47513.85,0.0042,Sell
2021-05-16 16:32:32.308121654+00:00,Binance,2021-05-16 16:32:32.189000+00:00,47514.03,0.000281,Buy
2021-05-16 16:32:32.334526119+00:00,Binance,2021-05-16 16:32:32.215000+00:00,47514.03,0.000393,Buy
2021-05-16 16:32:32.337209078+00:00,OKEx,2021-05-16 16:32:32.139000+00:00,47516.8,0.004,Sell
2021-05-16 16:32:32.412357102+00:00,OKEx,2021-05-16 16:32:32.188000+00:00,47509.6,0.01138394,Buy
2021-05-16 16:32:32.412417224+00:00,OKEx,2021-05-16 16:32:32.188000+00:00,47509.6,0.01178209,Buy
2021-05-16 16:32:32.457725030+00:00,Binance,2021-05-16 16:32:32.322000+00:00,47514.03,0.015649,Buy
2021-05-16 16:32:32.484997448+00:00,Binance,2021-05-16 16:32:32.367000+00:00,47514.03,0.009322,Buy
2021-05-16 16:32:32.513126022+00:00,OKEx,2021-05-16 16:32:32.334000+00:00,47509.6,0.02103939,Buy
2021-05-16 16:32:32.547204146+00:00,Binance,2021-05-16 16:32:32.430000+00:00,47514.03,0.001965,Buy
2021-05-16 16:32:32.550130619+00:00,OKEx,2021-05-16 16:32:32.370000+00:00,47509.6,0.00015,Buy
2021-05-16 16:32:32.550180927+00:00,Huobi,2021-05-16 16:32:32.350000+00:00,47513.86,0.022071,Buy
2021-05-16 16:32:32.550455598+00:00,Huobi,2021-05-16 16:32:32.398000+00:00,47513.86,0.015829,Buy
2021-05-16 16:32:32.550514137+00:00,Huobi,2021-05-16 16:32:32.403000+00:00,47513.85,0.000147,Sell
2021-05-16 16:32:32.550721676+00:00,Huobi,2021-05-16 16:32:32.410000+00:00,47513.85,0.000147,Sell
2021-05-16 16:32:32.550913193+00:00,Huobi,2021-05-16 16:32:32.415000+00:00,47513.85,0.000147,Sell
2021-05-16 16:32:32.560377279+00:00,OKEx,2021-05-16 16:32:32.382000+00:00,47509.6,0.00015,Buy
2021-05-16 16:32:32.576362940+00:00,OKEx,2021-05-16 16:32:32.396000+00:00,47509.6,0.00015,Buy
2021-05-16 16:32:32.614198161+00:00,Huobi,2021-05-16 16:32:32.475000+00:00,47513.85,0.008437,Sell
2021-05-16 16:32:32.634291626+00:00,Binance,2021-05-16 16:32:32.502000+00:00,47514.03,0.0179,Buy
2021-05-16 16:32:32.716621631+00:00,Huobi,2021-05-16 16:32:32.590000+00:00,47513.85,0.02,Sell
2021-05-16 16:32:32.727819776+00:00,Huobi,2021-05-16 16:32:32.594000+00:00,47513.83,0.000494,Sell
2021-05-16 16:32:32.729147117+00:00,Huobi,2021-05-16 16:32:32.600000+00:00,47493.54,0.184512,Sell
2021-05-16 16:32:32.739154366+00:00,Huobi,2021-05-16 16:32:32.607000+00:00,47510.74,0.000216,Buy
2021-05-16 16:32:32.739404648+00:00,Huobi,2021-05-16 16:32:32.607000+00:00,47506.82,0.00034,Sell
2021-05-16 16:32:32.739478479+00:00,Huobi,2021-05-16 16:32:32.608000+00:00,47506.82,0.01052,Sell
2021-05-16 16:32:32.742106767+00:00,Huobi,2021-05-16 16:32:32.615000+00:00,47500.03,0.044229,Sell
2021-05-16 16:32:32.742428912+00:00,Huobi,2021-05-16 16:32:32.616000+00:00,47491.07,0.006503,Sell
2021-05-16 16:32:32.743833217+00:00,Huobi,2021-05-16 16:32:32.618000+00:00,47485.93,0.111392,Sell
2021-05-16 16:32:32.746892113+00:00,Huobi,2021-05-16 16:32:32.621000+00:00,47485.93,0.031398,Sell
2021-05-16 16:32:32.749317955+00:00,Huobi,2021-05-16 16:32:32.622000+00:00,47485.93,0.0505,Sell
2021-05-16 16:32:32.758858256+00:00,Huobi,2021-05-16 16:32:32.623000+00:00,47485.93,0.02,Sell
2021-05-16 16:32:32.758899981+00:00,Huobi,2021-05-16 16:32:32.625000+00:00,47485.93,0.334067,Sell
2021-05-16 16:32:32.758972904+00:00,Huobi,2021-05-16 16:32:32.626000+00:00,47494.14,0.144151,Sell
2021-05-16 16:32:32.759009657+00:00,Huobi,2021-05-16 16:32:32.628000+00:00,47494.14,0.02,Sell
2021-05-16 16:32:32.759048376+00:00,Huobi,2021-05-16 16:32:32.629000+00:00,47494.14,0.042085,Sell
2021-05-16 16:32:32.759186322+00:00,Huobi,2021-05-16 16:32:32.630000+00:00,47494.14,0.193764,Sell
2021-05-16 16:32:32.759271553+00:00,Huobi,2021-05-16 16:32:32.630000+00:00,47485.93,0.0535,Sell
2021-05-16 16:32:32.759307943+00:00,Huobi,2021-05-16 16:32:32.631000+00:00,47485.93,0.097376,Sell
2021-05-16 16:32:32.766919019+00:00,Huobi,2021-05-16 16:32:32.638000+00:00,47490.93,0.007851,Sell
2021-05-16 16:32:32.767398806+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47514.02,0.44,Sell
2021-05-16 16:32:32.767480466+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47503.75,0.02,Sell
2021-05-16 16:32:32.767513494+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47503.74,0.521421,Sell
2021-05-16 16:32:32.767537183+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47503.73,1.651537,Sell
2021-05-16 16:32:32.767556795+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47503.38,0.166267,Sell
2021-05-16 16:32:32.767575743+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47503.25,0.647,Sell
2021-05-16 16:32:32.767596057+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47503.18,0.1,Sell
2021-05-16 16:32:32.767616815+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47502.84,0.01052,Sell
2021-05-16 16:32:32.767652680+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47502.44,0.52,Sell
2021-05-16 16:32:32.767692728+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47500.0,0.032896,Sell
2021-05-16 16:32:32.767733048+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47498.47,0.053581,Sell
2021-05-16 16:32:32.767771310+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47498.46,0.497,Sell
2021-05-16 16:32:32.767810077+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47498.42,0.039,Sell
2021-05-16 16:32:32.767850320+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47497.85,0.047263,Sell
2021-05-16 16:32:32.767891096+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47496.9,0.853,Sell
2021-05-16 16:32:32.767923753+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47496.33,0.042085,Sell
2021-05-16 16:32:32.767942861+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47495.48,0.045,Sell
2021-05-16 16:32:32.767961962+00:00,Binance,2021-05-16 16:32:32.548000+00:00,47494.02,0.042034,Sell
2021-05-16 16:32:32.769133694+00:00,Huobi,2021-05-16 16:32:32.642000+00:00,47488.77,0.013351,Sell
2021-05-16 16:32:32.793343500+00:00,Huobi,2021-05-16 16:32:32.648000+00:00,47487.88,0.042039,Sell
2021-05-16 16:32:32.794863698+00:00,OKEx,2021-05-16 16:32:32.615000+00:00,47509.5,0.00031872,Sell
2021-05-16 16:32:32.795108397+00:00,OKEx,2021-05-16 16:32:32.615000+00:00,47509.5,1.41736351,Sell
2021-05-16 16:32:32.795266759+00:00,OKEx,2021-05-16 16:32:32.615000+00:00,47509.5,0.00481568,Sell
2021-05-16 16:32:32.806167953+00:00,OKEx,2021-05-16 16:32:32.617000+00:00,47509.5,0.03518432,Sell
2021-05-16 16:32:32.806471044+00:00,OKEx,2021-05-16 16:32:32.617000+00:00,47509.5,0.14776489,Sell
